Testime,NailPostition,Curr,BTV,Power,ChgQ,DchgQ,ChgE,DchgE,AuxV1,AuxV2,AuxV3,AuxV4,NTC1,NTC2,NTC3,NTC4,TJ1,TJ2,TJ3,TJ4,TJ5,TJ6,TJ7,TJ8,Force,SOC
850,-100,837,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,290,292,0,0,0,0,0,0,0,75
1850,-99,366,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,292,290,0,0,0,0,0,0,0,75
2850,-99,1486,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,75
3872,-97,2372,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,292,286,0,0,0,0,0,0,1,75
4850,-97,1475,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,292,0,0,0,0,0,0,0,75
5850,-95,2189,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,75
6872,-94,1171,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,290,290,0,0,0,0,0,0,0,75
7850,-93,94,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,290,292,0,0,0,0,0,0,0,75
8850,-92,416,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,290,290,0,0,0,0,0,0,1,75
9847,-91,564,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,286,292,0,0,0,0,0,0,1,75
10850,-90,33,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,284,292,0,0,0,0,0,0,0,75
11872,-89,1690,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,294,0,0,0,0,0,0,0,75
12850,-88,326,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,290,292,0,0,0,0,0,0,0,75
13850,-87,47,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,290,0,0,0,0,0,0,0,75
14850,-86,204,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,290,0,0,0,0,0,0,0,75
15850,-85,173,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,290,0,0,0,0,0,0,0,75
16873,-84,339,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,294,292,0,0,0,0,0,0,1,75
17857,-83,1631,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,75
18850,-82,1255,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,292,286,0,0,0,0,0,0,0,75
19850,-81,566,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,292,292,0,0,0,0,0,0,0,75
20850,-80,1100,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,75
21850,-79,1408,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,292,288,0,0,0,0,0,0,0,75
22850,-78,2369,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,294,0,0,0,0,0,0,1,75
23850,-77,23,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,290,288,0,0,0,0,0,0,0,75
24850,-76,87,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,290,0,0,0,0,0,0,0,75
25850,-75,607,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,290,292,0,0,0,0,0,0,0,75
26850,-74,376,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,290,296,0,0,0,0,0,0,0,75
27850,-73,90,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,290,294,0,0,0,0,0,0,0,75
28850,-72,981,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,290,0,0,0,0,0,0,1,75
29850,-71,1584,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,286,294,0,0,0,0,0,0,0,75
30850,-70,94,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,292,292,0,0,0,0,0,0,1,75
31850,-69,1302,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,292,294,0,0,0,0,0,0,0,75
32850,-69,24,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,292,0,0,0,0,0,0,1,75
33850,-67,53,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,290,0,0,0,0,0,0,1,75
34850,-67,1654,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,288,290,0,0,0,0,0,0,0,75
35850,-65,1635,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,290,290,0,0,0,0,0,0,1,75
36850,-65,2441,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,294,290,0,0,0,0,0,0,0,75
37850,-64,2061,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,292,292,0,0,0,0,0,0,1,75
