Testime,NailPostition,Curr,BTV,Power,ChgQ,DchgQ,ChgE,DchgE,AuxV1,AuxV2,AuxV3,AuxV4,NTC1,NTC2,NTC3,NTC4,TJ1,TJ2,TJ3,TJ4,TJ5,TJ6,TJ7,TJ8,Force,SOC
300,-101,1977,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,300,0,0,0,0,0,0,0,100
1299,-100,1217,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,296,0,0,0,0,0,0,1,100
2297,-99,600,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,294,296,0,0,0,0,0,0,0,100
3299,-98,1569,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,294,298,0,0,0,0,0,0,0,100
4297,-98,1571,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,298,0,0,0,0,0,0,0,100
5299,-97,1620,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,300,0,0,0,0,0,0,0,100
6297,-96,2424,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,298,0,0,0,0,0,0,0,100
7299,-95,898,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,294,300,0,0,0,0,0,0,0,100
8297,-94,2234,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,298,0,0,0,0,0,0,0,100
9299,-93,1673,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,296,0,0,0,0,0,0,0,100
10297,-92,20,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,294,0,0,0,0,0,0,0,100
11299,-91,1713,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,301,0,0,0,0,0,0,0,100
12297,-90,2069,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,300,0,0,0,0,0,0,0,100
13299,-89,2288,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,296,0,0,0,0,0,0,0,100
14298,-88,126,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,300,0,0,0,0,0,0,0,100
15300,-87,706,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,294,296,0,0,0,0,0,0,0,100
16298,-86,2244,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,298,0,0,0,0,0,0,0,100
17300,-85,2436,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,298,0,0,0,0,0,0,0,100
18298,-84,2341,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,296,0,0,0,0,0,0,0,100
19297,-83,27,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,294,298,0,0,0,0,0,0,0,100
20298,-82,22,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,294,0,0,0,0,0,0,0,100
21300,-81,38,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,298,0,0,0,0,0,0,0,100
22298,-80,136,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,296,0,0,0,0,0,0,0,100
23300,-79,1697,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,298,0,0,0,0,0,0,0,100
24299,-78,1258,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,298,0,0,0,0,0,0,0,100
25297,-77,48,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,298,0,0,0,0,0,0,0,100
26299,-76,2407,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,298,0,0,0,0,0,0,85,100
27297,-75,1609,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,298,0,0,0,0,0,0,2,100
28300,-74,234,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,294,298,0,0,0,0,0,0,0,100
29298,-73,385,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,300,0,0,0,0,0,0,0,100
30300,-72,1142,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,296,0,0,0,0,0,0,0,100
31298,-71,131,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,296,0,0,0,0,0,0,0,100
32297,-70,82,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,300,0,0,0,0,0,0,0,100
33299,-69,1905,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,296,0,0,0,0,0,0,0,100
34297,-68,44,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,294,0,0,0,0,0,0,0,100
35299,-67,281,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,294,0,0,0,0,0,0,0,100
36298,-66,340,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,296,296,0,0,0,0,0,0,0,100
37300,-65,665,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,300,0,0,0,0,0,0,0,100
38297,-64,1567,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,298,0,0,0,0,0,0,0,100
39300,-63,124,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,298,0,0,0,0,0,0,0,100
40298,-62,1724,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,294,0,0,0,0,0,0,0,100
41300,-61,2382,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,294,0,0,0,0,0,0,0,100
42298,-60,24,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,300,0,0,0,0,0,0,0,100
43300,-59,1066,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,300,0,0,0,0,0,0,0,100
44298,-58,2397,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,296,0,0,0,0,0,0,0,100
45307,-57,2392,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,298,0,0,0,0,0,0,0,100
46298,-56,2310,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,296,0,0,0,0,0,0,1,100
47300,-55,1697,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,296,0,0,0,0,0,0,0,100
48298,-54,21,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,294,0,0,0,0,0,0,0,100
49300,-53,1320,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,298,0,0,0,0,0,0,0,100
50298,-52,108,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,296,0,0,0,0,0,0,0,100
51297,-51,115,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,298,0,0,0,0,0,0,0,100
52299,-50,1206,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,294,0,0,0,0,0,0,0,100
53300,-49,90,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,296,0,0,0,0,0,0,0,100
54299,-48,27,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,294,296,0,0,0,0,0,0,0,100
55297,-47,147,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,296,0,0,0,0,0,0,0,100
56299,-46,23,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,294,290,0,0,0,0,0,0,0,100
57297,-45,677,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,298,0,0,0,0,0,0,0,100
58299,-44,690,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,294,0,0,0,0,0,0,0,100
59297,-43,30,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,296,0,0,0,0,0,0,0,100
60299,-42,1699,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,296,0,0,0,0,0,0,0,100
61298,-42,87,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,298,0,0,0,0,0,0,0,100
62300,-41,1374,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,296,0,0,0,0,0,0,0,100
63298,-40,848,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,298,0,0,0,0,0,0,0,100
64300,-39,42,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,294,0,0,0,0,0,0,0,100
65299,-38,34,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,296,0,0,0,0,0,0,0,100
66297,-37,1433,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,294,296,0,0,0,0,0,0,0,100
67299,-36,1728,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,294,0,0,0,0,0,0,0,100
68297,-35,280,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,300,0,0,0,0,0,0,0,100
69299,-34,2231,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,296,0,0,0,0,0,0,0,100
70297,-33,639,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,286,292,0,0,0,0,0,0,0,100
71299,-32,240,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,296,0,0,0,0,0,0,0,100
72297,-31,1258,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,292,0,0,0,0,0,0,0,100
73299,-30,353,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,298,0,0,0,0,0,0,0,100
74297,-29,2386,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,294,0,0,0,0,0,0,0,100
75299,-28,1631,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,298,0,0,0,0,0,0,0,100
76297,-27,35,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,298,0,0,0,0,0,0,0,100
77299,-26,2525,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,300,0,0,0,0,0,0,0,100
78297,-25,24,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,298,0,0,0,0,0,0,0,100
79299,-24,250,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,296,0,0,0,0,0,0,0,100
80297,-23,592,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,292,0,0,0,0,0,0,0,100
81299,-22,204,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,294,0,0,0,0,0,0,0,100
82297,-21,591,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,294,0,0,0,0,0,0,0,100
83300,-20,318,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,300,0,0,0,0,0,0,0,100
84298,-19,1326,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,298,0,0,0,0,0,0,0,100
85300,-18,1518,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,294,0,0,0,0,0,0,0,100
86298,-17,22,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,294,0,0,0,0,0,0,0,100
87300,-16,374,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,286,298,0,0,0,0,0,0,0,100
88299,-15,107,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,300,0,0,0,0,0,0,0,100
89300,-14,231,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,294,0,0,0,0,0,0,0,100
90298,-13,21,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,294,0,0,0,0,0,0,0,100
91300,-12,1655,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,296,0,0,0,0,0,0,0,100
92298,-11,51,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,294,0,0,0,0,0,0,0,100
93300,-10,1991,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,294,0,0,0,0,0,0,0,100
94298,-9,1480,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,296,0,0,0,0,0,0,0,100
95300,-8,1204,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,294,0,0,0,0,0,0,0,100
96298,-7,2546,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,296,0,0,0,0,0,0,1,100
97297,-6,32,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,288,296,0,0,0,0,0,0,2,100
98299,-5,135,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,294,294,0,0,0,0,0,0,5,100
99297,-4,118,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,292,292,0,0,0,0,0,0,8,100
100299,-3,737,4166,0,0,0,0,0,4166,0,0,0,-310,0,0,0,290,298,0,0,0,0,0,0,12,100
