Testime,NailPostition,Curr,BTV,Power,ChgQ,DchgQ,ChgE,DchgE,AuxV1,AuxV2,AuxV3,AuxV4,NTC1,NTC2,NTC3,NTC4,TJ1,TJ2,TJ3,TJ4,TJ5,TJ6,TJ7,TJ8,Force,SOC
525,-100,405,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,280,282,0,0,0,0,0,0,1,100
1523,-99,834,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,280,284,0,0,0,0,0,0,1,100
2522,-98,1307,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,278,280,0,0,0,0,0,0,0,100
3524,-97,1341,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,280,284,0,0,0,0,0,0,1,100
4522,-96,62,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,278,282,0,0,0,0,0,0,1,100
5524,-95,1573,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,280,280,0,0,0,0,0,0,1,100
6523,-94,167,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,280,278,0,0,0,0,0,0,1,100
7524,-93,2189,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,278,280,0,0,0,0,0,0,1,100
8523,-92,141,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,278,280,0,0,0,0,0,0,1,100
9525,-91,122,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,280,282,0,0,0,0,0,0,1,100
10523,-90,319,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,280,282,0,0,0,0,0,0,1,100
11525,-89,399,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,276,280,0,0,0,0,0,0,1,100
12523,-88,517,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,276,282,0,0,0,0,0,0,1,100
13522,-87,216,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,278,282,0,0,0,0,0,0,1,100
14524,-86,43,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,278,282,0,0,0,0,0,0,1,100
15522,-85,383,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,278,282,0,0,0,0,0,0,1,100
16524,-84,69,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,280,280,0,0,0,0,0,0,1,100
17522,-83,42,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,278,280,0,0,0,0,0,0,1,100
18524,-82,419,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,275,280,0,0,0,0,0,0,1,100
19523,-81,2010,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,278,278,0,0,0,0,0,0,1,100
20525,-80,35,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,278,282,0,0,0,0,0,0,1,100
21523,-79,329,4167,0,0,0,0,0,4167,0,0,0,-310,0,0,0,278,280,0,0,0,0,0,0,1,100
