Testime,NailPostition,Curr,BTV,Power,ChgQ,DchgQ,ChgE,DchgE,AuxV1,AuxV2,AuxV3,AuxV4,NTC1,NTC2,NTC3,NTC4,TJ1,TJ2,TJ3,TJ4,TJ5,TJ6,TJ7,TJ8,Force,SOC
528,-100,1622,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
1528,-100,1151,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
2528,-99,1496,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
3528,-98,374,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,286,288,0,0,0,0,0,0,0,100
4528,-97,1400,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
5528,-96,1534,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
6528,-95,256,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
7528,-94,336,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,290,288,0,0,0,0,0,0,0,100
8528,-93,106,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
9528,-92,40,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
10528,-91,124,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
11528,-90,485,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
12528,-89,95,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
13528,-88,79,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
14528,-87,2309,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
15528,-86,80,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,290,0,0,0,0,0,0,0,100
16528,-85,177,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
17528,-84,1509,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
18552,-83,51,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
19552,-82,1215,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
20528,-81,21,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
21528,-80,31,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
22528,-79,300,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
23528,-78,1874,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
24528,-77,1212,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
25528,-76,229,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
26528,-75,1490,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,286,288,0,0,0,0,0,0,0,100
27552,-74,204,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
28528,-73,349,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
29528,-72,379,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
30528,-71,478,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
31528,-70,702,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
32528,-69,1311,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
33528,-68,1120,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
34528,-67,24,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
35528,-66,48,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
36528,-65,2420,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
37528,-64,200,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
38528,-63,2364,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
39528,-62,1565,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
40528,-61,2371,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
41528,-60,110,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,100
42528,-59,514,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
43528,-58,21,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,286,286,0,0,0,0,0,0,0,100
44528,-57,1616,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
45528,-56,973,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
46528,-55,2014,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
47528,-54,24,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,286,286,0,0,0,0,0,0,0,100
48528,-53,36,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
49528,-52,68,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
50528,-51,1630,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,288,286,0,0,0,0,0,0,0,100
