Testime,NailPostition,Curr,BTV,Power,ChgQ,DchgQ,ChgE,DchgE,AuxV1,AuxV2,AuxV3,AuxV4,NTC1,NTC2,NTC3,NTC4,TJ1,TJ2,TJ3,TJ4,TJ5,TJ6,TJ7,TJ8,Force,SOC
433,-100,318,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,284,282,0,0,0,0,0,0,0,75
1433,-100,246,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,278,278,0,0,0,0,0,0,0,75
2433,-99,168,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,276,280,0,0,0,0,0,0,0,75
3433,-98,27,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,280,276,0,0,0,0,0,0,0,75
4433,-97,675,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,276,280,0,0,0,0,0,0,0,75
5433,-96,59,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,278,278,0,0,0,0,0,0,0,75
6433,-95,2448,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,275,280,0,0,0,0,0,0,0,75
7433,-94,1575,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,275,280,0,0,0,0,0,0,0,75
8433,-93,45,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,280,284,0,0,0,0,0,0,0,75
9433,-92,2291,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,282,282,0,0,0,0,0,0,0,75
10433,-91,908,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,278,282,0,0,0,0,0,0,0,75
11433,-90,1539,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,278,278,0,0,0,0,0,0,0,75
12433,-89,67,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,280,280,0,0,0,0,0,0,0,75
13433,-88,1587,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,284,284,0,0,0,0,0,0,0,75
14433,-87,747,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,282,276,0,0,0,0,0,0,0,75
15440,-86,2268,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,278,280,0,0,0,0,0,0,0,75
16433,-85,353,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,278,280,0,0,0,0,0,0,0,75
17433,-84,279,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,276,278,0,0,0,0,0,0,0,75
18433,-83,30,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,275,280,0,0,0,0,0,0,0,75
19433,-82,46,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,278,278,0,0,0,0,0,0,0,75
20433,-81,2168,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,276,280,0,0,0,0,0,0,0,75
21456,-80,2232,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,278,278,0,0,0,0,0,0,0,75
22433,-79,23,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,276,278,0,0,0,0,0,0,0,75
23433,-78,1612,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,282,280,0,0,0,0,0,0,0,75
24433,-77,1752,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,278,282,0,0,0,0,0,0,0,75
25433,-76,746,4037,0,0,0,0,0,4037,0,0,0,0,0,0,0,280,278,0,0,0,0,0,0,0,75
