Testime,NailPostition,Curr,BTV,Power,ChgQ,DchgQ,ChgE,DchgE,AuxV1,AuxV2,AuxV3,AuxV4,NTC1,NTC2,NTC3,NTC4,TJ1,TJ2,TJ3,TJ4,TJ5,TJ6,TJ7,TJ8,Force,SOC
405,-100,72,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,298,294,0,0,0,0,0,0,0,100
1405,-100,32,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,294,298,0,0,0,0,0,0,0,100
2405,-99,617,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,296,296,0,0,0,0,0,0,0,100
3405,-98,48,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,296,298,0,0,0,0,0,0,0,100
4405,-97,2233,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,292,292,0,0,0,0,0,0,0,100
5404,-96,316,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,298,298,0,0,0,0,0,0,0,100
6404,-95,62,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,298,298,0,0,0,0,0,0,0,100
7404,-94,809,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,298,292,0,0,0,0,0,0,0,100
8404,-93,2406,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,294,292,0,0,0,0,0,0,0,100
9404,-92,2340,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,292,294,0,0,0,0,0,0,0,100
10404,-91,1960,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,292,296,0,0,0,0,0,0,0,100
11407,-90,19,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,296,296,0,0,0,0,0,0,0,100
12407,-89,189,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,296,296,0,0,0,0,0,0,0,100
13407,-88,72,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,296,294,0,0,0,0,0,0,0,100
14407,-87,27,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,294,298,0,0,0,0,0,0,0,100
15406,-86,2228,4162,0,0,0,0,0,4162,0,0,0,0,0,0,0,296,296,0,0,0,0,0,0,0,100
