Testime,NailPostition,Curr,BTV,Power,ChgQ,DchgQ,ChgE,DchgE,AuxV1,AuxV2,AuxV3,AuxV4,NTC1,NTC2,NTC3,NTC4,TJ1,TJ2,TJ3,TJ4,TJ5,TJ6,TJ7,TJ8,Force,SOC
731,-100,538,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,0,100
1730,-100,94,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,1,100
2732,-99,60,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,0,100
3731,-98,178,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,0,100
4730,-97,239,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
5732,-96,308,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
6731,-95,52,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,0,100
7730,-94,29,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,0,100
8732,-93,1416,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
9731,-92,1701,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,1,100
10730,-91,787,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,1,100
11732,-90,24,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,1,100
12731,-89,1422,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,1,100
13730,-88,42,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,1,100
14732,-87,1874,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,0,100
15731,-86,1598,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
16730,-85,1555,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
17732,-84,1597,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,0,100
18731,-83,25,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,1,100
19730,-82,1630,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,1,100
20732,-81,149,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
21731,-80,1160,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
22730,-79,1221,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
23732,-78,44,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,1,100
24731,-77,149,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,1,100
25730,-76,176,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,1,100
26732,-75,2147,4153,0,0,0,0,0,4153,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
27731,-74,95,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
28730,-73,1232,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,305,0,0,0,0,0,0,1,100
29732,-72,400,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
30731,-71,2063,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
31730,-70,154,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,305,0,0,0,0,0,0,0,100
32732,-69,2214,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
33731,-68,502,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
34730,-67,61,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
35732,-66,26,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
36731,-65,100,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
37730,-64,1502,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
38732,-63,220,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
39731,-62,2012,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
40730,-61,1168,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
41732,-60,2014,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
42731,-59,92,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
43730,-58,136,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,1,100
44732,-57,120,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,1,100
45731,-56,37,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,1,100
46730,-55,2301,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,1,100
47732,-54,70,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,305,0,0,0,0,0,0,1,100
48731,-53,2278,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,1,100
49730,-52,64,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,305,0,0,0,0,0,0,118,100
50732,-51,308,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
51731,-50,1453,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,1,100
52730,-49,116,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
53732,-48,1859,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
54731,-47,2384,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
55730,-46,1684,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,1,100
56732,-45,195,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,1,100
57731,-44,56,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,1,100
58730,-43,363,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,1,100
59731,-42,1768,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
60730,-41,84,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
61732,-40,85,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,1,100
62731,-39,615,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,1,100
63730,-38,1060,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,305,0,0,0,0,0,0,0,100
64732,-37,1747,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
65731,-36,534,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,1,100
66730,-35,2030,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,301,0,0,0,0,0,0,0,100
67732,-34,1657,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
68731,-33,2127,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,1,100
69730,-32,110,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
70732,-31,26,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
71731,-30,2248,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,1,100
72730,-29,477,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,307,303,0,0,0,0,0,0,0,100
73732,-28,1998,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
74731,-27,1265,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,301,0,0,0,0,0,0,1,100
75730,-26,309,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,1,100
76732,-25,2051,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,0,100
77731,-24,1146,4154,0,0,0,0,0,4154,0,0,0,0,0,0,0,305,303,0,0,0,0,0,0,1,100
