Testime,NailPostition,Curr,BTV,Power,ChgQ,DchgQ,ChgE,DchgE,AuxV1,AuxV2,AuxV3,AuxV4,NTC1,NTC2,NTC3,NTC4,TJ1,TJ2,TJ3,TJ4,TJ5,TJ6,TJ7,TJ8,Force,SOC
790,-51,1986,3887,0,0,0,0,0,3887,0,0,0,-310,0,0,0,276,271,0,0,0,0,0,0,0,75
1790,119,1809,3860,0,0,0,0,0,3860,0,0,0,-310,0,0,0,273,271,0,0,0,0,0,0,354,75
2791,120,71,3875,0,0,0,0,0,3875,0,0,0,-310,0,0,0,278,275,0,0,0,0,0,0,158,75
3790,120,29,3875,0,0,0,0,0,3875,0,0,0,-310,0,0,0,288,275,0,0,0,0,0,0,157,75
4789,120,550,3875,0,0,0,0,0,3875,0,0,0,-310,0,0,0,292,273,0,0,0,0,0,0,157,75
5791,120,1060,3875,0,0,0,0,0,3875,0,0,0,-310,0,0,0,296,276,0,0,0,0,0,0,156,75
6790,120,654,3875,0,0,0,0,0,3875,0,0,0,-310,0,0,0,298,273,0,0,0,0,0,0,156,75
7792,120,35,3874,0,0,0,0,0,3874,0,0,0,-310,0,0,0,296,278,0,0,0,0,0,0,156,75
8791,120,121,3874,0,0,0,0,0,3874,0,0,0,-310,0,0,0,300,275,0,0,0,0,0,0,155,75
9790,120,1639,3874,0,0,0,0,0,3874,0,0,0,-310,0,0,0,301,276,0,0,0,0,0,0,155,75
10790,120,367,3874,0,0,0,0,0,3874,0,0,0,-310,0,0,0,305,273,0,0,0,0,0,0,155,75
11789,120,724,3873,0,0,0,0,0,3873,0,0,0,-310,0,0,0,307,276,0,0,0,0,0,0,155,75
12789,120,2007,3873,0,0,0,0,0,3873,0,0,0,-310,0,0,0,303,271,0,0,0,0,0,0,154,75
13789,120,2435,3873,0,0,0,0,0,3873,0,0,0,-310,0,0,0,303,275,0,0,0,0,0,0,154,75
14790,120,76,3873,0,0,0,0,0,3873,0,0,0,-310,0,0,0,309,276,0,0,0,0,0,0,154,75
15789,120,158,3873,0,0,0,0,0,3873,0,0,0,-310,0,0,0,305,275,0,0,0,0,0,0,154,75
