"Testime","NailPostition","Curr","BTV","Power","ChgQ","DchgQ","ChgE","DchgE","AuxV1","AuxV2","AuxV3","AuxV4","NTC1","NTC2","NTC3","NTC4","TJ1","TJ2","TJ3","TJ4","TJ5","TJ6","TJ7","TJ8","Force"
"238","-5001","1613","3835","0","0","0","0","0","3835","0","0","0","-310","0","0","0","261","265","0","0","0","0","0","0","0"
"1238","-3913","1625","3835","0","0","0","0","0","3835","0","0","0","-310","0","0","0","263","261","0","0","0","0","0","0","0"
"2238","-2465","1453","3835","0","0","0","0","0","3835","0","0","0","-310","0","0","0","265","265","0","0","0","0","0","0","0"
"3238","-1038","1290","3835","0","0","0","0","0","3835","0","0","0","-310","0","0","0","261","265","0","0","0","0","0","0","0"
"4238","376","1114","317","0","0","0","0","0","317","0","0","0","-310","0","0","0","263","265","0","0","0","0","0","0","571"
"5238","994","224","208","0","0","0","0","0","208","0","0","0","-310","0","0","0","298","275","0","0","0","0","0","0","1475"
"6238","994","42","170","0","0","0","0","0","170","0","0","0","-310","0","0","0","326","284","0","0","0","0","0","0","1404"
"7238","994","30","145","0","0","0","0","0","145","0","0","0","-310","0","0","0","338","301","0","0","0","0","0","0","1367"
"8238","994","48","131","0","0","0","0","0","131","0","0","0","-310","0","0","0","353","317","0","0","0","0","0","0","1340"
"9235","994","1404","124","0","0","0","0","0","124","0","0","0","-310","0","0","0","365","330","0","0","0","0","0","0","1319"
"10238","994","157","118","0","0","0","0","0","118","0","0","0","-310","0","0","0","375","344","0","0","0","0","0","0","1302"
"11239","994","1084","116","0","0","0","0","0","116","0","0","0","-310","0","0","0","390","359","0","0","0","0","0","0","1287"
"12238","994","1040","99","0","0","0","0","0","99","0","0","0","-310","0","0","0","398","369","0","0","0","0","0","0","1273"
"13238","994","1614","95","0","0","0","0","0","95","0","0","0","-310","0","0","0","411","380","0","0","0","0","0","0","1260"
"14238","994","1744","93","0","0","0","0","0","93","0","0","0","-310","0","0","0","424","396","0","0","0","0","0","0","1248"
"15261","995","1368","93","0","0","0","0","0","93","0","0","0","-310","0","0","0","432","409","0","0","0","0","0","0","1235"
"16238","995","2429","92","0","0","0","0","0","92","0","0","0","-310","0","0","0","445","420","0","0","0","0","0","0","1225"
"17261","995","1779","92","0","0","0","0","0","92","0","0","0","-310","0","0","0","454","430","0","0","0","0","0","0","1211"
"18238","995","90","93","0","0","0","0","0","93","0","0","0","-310","0","0","0","469","437","0","0","0","0","0","0","1199"
"19238","995","306","93","0","0","0","0","0","93","0","0","0","-310","0","0","0","481","452","0","0","0","0","0","0","1184"
"20238","995","108","94","0","0","0","0","0","94","0","0","0","-310","0","0","0","490","464","0","0","0","0","0","0","1169"
"21245","995","34","94","0","0","0","0","0","94","0","0","0","-310","0","0","0","500","471","0","0","0","0","0","0","1154"
"22238","995","998","95","0","0","0","0","0","95","0","0","0","-310","0","0","0","511","484","0","0","0","0","0","0","1139"
"23238","995","496","96","0","0","0","0","0","96","0","0","0","-310","0","0","0","524","488","0","0","0","0","0","0","1124"
"24238","995","458","85","0","0","0","0","0","85","0","0","0","-310","0","0","0","533","500","0","0","0","0","0","0","1109"
"25238","995","1173","84","0","0","0","0","0","84","0","0","0","-310","0","0","0","545","513","0","0","0","0","0","0","1094"
"26238","995","1567","84","0","0","0","0","0","84","0","0","0","-310","0","0","0","560","524","0","0","0","0","0","0","1082"
"27238","995","490","84","0","0","0","0","0","84","0","0","0","-310","0","0","0","571","530","0","0","0","0","0","0","1067"
"28238","995","1877","86","0","0","0","0","0","86","0","0","0","-310","0","0","0","586","543","0","0","0","0","0","0","1052"
"29238","995","302","86","0","0","0","0","0","86","0","0","0","-310","0","0","0","596","549","0","0","0","0","0","0","1039"
"30238","995","187","88","0","0","0","0","0","88","0","0","0","-310","0","0","0","609","558","0","0","0","0","0","0","1025"
"31238","995","1653","89","0","0","0","0","0","89","0","0","0","-310","0","0","0","622","562","0","0","0","0","0","0","1012"
"32261","995","27","90","0","0","0","0","0","90","0","0","0","-310","0","0","0","633","573","0","0","0","0","0","0","997"
"33238","995","1193","92","0","0","0","0","0","92","0","0","0","-310","0","0","0","639","583","0","0","0","0","0","0","986"
"34238","995","32","94","0","0","0","0","0","94","0","0","0","-310","0","0","0","656","590","0","0","0","0","0","0","973"
"35238","995","26","96","0","0","0","0","0","96","0","0","0","-310","0","0","0","667","600","0","0","0","0","0","0","959"
"36238","995","42","98","0","0","0","0","0","98","0","0","0","-310","0","0","0","669","611","0","0","0","0","0","0","945"
"37238","995","186","100","0","0","0","0","0","100","0","0","0","-310","0","0","0","681","618","0","0","0","0","0","0","932"
"38238","995","51","102","0","0","0","0","0","102","0","0","0","-310","0","0","0","692","622","0","0","0","0","0","0","919"
"39261","995","30","103","0","0","0","0","0","103","0","0","0","-310","0","0","0","705","632","0","0","0","0","0","0","904"
"40238","995","219","105","0","0","0","0","0","105","0","0","0","-310","0","0","0","715","639","0","0","0","0","0","0","895"
"41238","995","136","104","0","0","0","0","0","104","0","0","0","-310","0","0","0","722","645","0","0","0","0","0","0","882"
