Testime,NailPostition,Curr,BTV,Power,ChgQ,DchgQ,ChgE,DchgE,AuxV1,AuxV2,AuxV3,AuxV4,NTC1,NTC2,NTC3,NTC4,TJ1,TJ2,TJ3,TJ4,TJ5,TJ6,TJ7,TJ8,Force,SOC
774,+AC0-101,1610,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,298,298,0,0,0,0,0,0,0,100
1776,+AC0-100,24,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,296,0,0,0,0,0,0,0,
2774,+AC0-99,92,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,296,0,0,0,0,0,0,1,
3776,+AC0-98,331,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,296,0,0,0,0,0,0,0,
4774,+AC0-97,2288,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,294,0,0,0,0,0,0,0,
5776,+AC0-96,77,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,296,0,0,0,0,0,0,0,
6775,+AC0-95,2419,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,296,0,0,0,0,0,0,0,
7777,+AC0-94,1613,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,296,0,0,0,0,0,0,0,
8775,+AC0-93,1640,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,290,298,0,0,0,0,0,0,0,
9777,+AC0-92,2132,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,296,0,0,0,0,0,0,0,
10775,+AC0-91,2186,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,296,0,0,0,0,0,0,0,
11774,+AC0-90,85,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,296,0,0,0,0,0,0,0,
12776,+AC0-89,1311,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,294,0,0,0,0,0,0,0,
13774,+AC0-88,2075,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,294,0,0,0,0,0,0,0,
14776,+AC0-87,47,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,292,294,0,0,0,0,0,0,0,
15774,+AC0-86,613,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,292,0,0,0,0,0,0,0,
16776,+AC0-85,2423,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,298,0,0,0,0,0,0,0,
17774,+AC0-84,142,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,296,0,0,0,0,0,0,0,
18776,+AC0-83,1600,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,290,0,0,0,0,0,0,0,
19774,+AC0-82,82,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,300,0,0,0,0,0,0,0,
20776,+AC0-81,2349,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,292,294,0,0,0,0,0,0,0,
21774,+AC0-80,2211,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,298,0,0,0,0,0,0,0,
22776,+AC0-79,2423,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,296,0,0,0,0,0,0,0,
23774,+AC0-78,1461,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,290,0,0,0,0,0,0,0,
24776,+AC0-77,371,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,296,0,0,0,0,0,0,0,
25774,+AC0-76,27,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,294,0,0,0,0,0,0,0,
26776,+AC0-75,855,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,292,0,0,0,0,0,0,0,
27774,+AC0-74,1611,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,294,0,0,0,0,0,0,0,
28776,+AC0-73,637,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,298,0,0,0,0,0,0,1,
29775,+AC0-72,497,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,296,0,0,0,0,0,0,0,
30777,+AC0-71,46,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,290,296,0,0,0,0,0,0,0,
31775,+AC0-70,93,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,290,296,0,0,0,0,0,0,0,
32777,+AC0-69,1073,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,292,0,0,0,0,0,0,0,
33775,+AC0-68,477,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,298,0,0,0,0,0,0,0,
34777,+AC0-67,2124,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,294,0,0,0,0,0,0,0,
35776,+AC0-66,1878,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,296,0,0,0,0,0,0,1,
36774,+AC0-65,1348,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,294,0,0,0,0,0,0,0,
37776,+AC0-64,2252,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,294,0,0,0,0,0,0,0,
38774,+AC0-63,144,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,296,0,0,0,0,0,0,0,
39776,+AC0-62,2384,4291,0,0,0,0,0,4291,0,0,0,+AC0-310,0,0,0,292,296,0,0,0,0,0,0,0,
40774,+AC0-61,40,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,298,0,0,0,0,0,0,0,
41776,+AC0-60,1595,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,290,294,0,0,0,0,0,0,0,
42774,+AC0-59,804,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,292,0,0,0,0,0,0,0,
43776,+AC0-58,2267,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,292,296,0,0,0,0,0,0,0,
44774,+AC0-57,27,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,296,0,0,0,0,0,0,0,
45776,+AC0-56,1908,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,296,0,0,0,0,0,0,0,
46774,+AC0-55,33,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,292,300,0,0,0,0,0,0,0,
47776,+AC0-54,473,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,294,0,0,0,0,0,0,0,
48774,+AC0-53,48,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,294,0,0,0,0,0,0,0,
49776,+AC0-52,2443,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,292,296,0,0,0,0,0,0,0,
50774,+AC0-51,2404,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,294,290,0,0,0,0,0,0,0,
51776,+AC0-50,26,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,292,294,0,0,0,0,0,0,0,
52774,+AC0-49,39,4292,0,0,0,0,0,4292,0,0,0,+AC0-310,0,0,0,296,296,0,0,0,0,0,0,0,
