Testime,NailPostition,Curr,BTV,Power,ChgQ,DchgQ,ChgE,DchgE,AuxV1,AuxV2,AuxV3,AuxV4,NTC1,NTC2,NTC3,NTC4,TJ1,TJ2,TJ3,TJ4,TJ5,TJ6,TJ7,TJ8,Force,SOC
4,+AC0-103,1944,4284,0,0,0,0,0,4284,0,0,0,+AC0-310,0,0,0,294,296,0,0,0,0,0,0,0,100
999,+AC0-62,778,4284,0,0,0,0,0,4284,0,0,0,+AC0-310,0,0,0,296,296,0,0,0,0,0,0,6,
2001,36,1864,4284,0,0,0,0,0,4284,0,0,0,+AC0-310,0,0,0,296,292,0,0,0,0,0,0,176,
3000,96,1407,3236,0,0,0,0,0,3236,0,0,0,+AC0-310,0,0,0,405,294,0,0,0,0,0,0,46,
3999,96,2046,1763,0,0,0,0,0,1763,0,0,0,+AC0-310,0,0,0,1045,301,0,0,0,0,0,0,92,
4998,96,20,698,0,0,0,0,0,698,0,0,0,+AC0-310,0,0,0,4719,883,0,0,0,0,0,0,10,
5999,96,400,2,0,0,0,0,0,2,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,28,
6999,98,2140,5,0,0,0,0,0,5,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
7998,98,100,20,0,0,0,0,0,20,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
8999,98,1889,19,0,0,0,0,0,19,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
9999,98,24,17,0,0,0,0,0,17,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
11000,98,1453,14,0,0,0,0,0,14,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
11998,98,1186,12,0,0,0,0,0,12,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
12998,98,202,10,0,0,0,0,0,10,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
13999,98,20,9,0,0,0,0,0,9,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
14999,98,38,11,0,0,0,0,0,11,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
16000,98,388,11,0,0,0,0,0,11,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
17001,98,1578,11,0,0,0,0,0,11,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
18001,98,1606,10,0,0,0,0,0,10,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
18998,98,19,10,0,0,0,0,0,10,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
19998,98,1418,10,0,0,0,0,0,10,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
20999,98,731,9,0,0,0,0,0,9,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
22000,98,112,9,0,0,0,0,0,9,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
23000,98,594,9,0,0,0,0,0,9,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
24001,98,2476,9,0,0,0,0,0,9,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
25001,98,159,8,0,0,0,0,0,8,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
25998,98,56,8,0,0,0,0,0,8,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
26999,98,1296,8,0,0,0,0,0,8,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
28000,98,449,8,0,0,0,0,0,8,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
29001,98,901,8,0,0,0,0,0,8,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
30001,98,298,8,0,0,0,0,0,8,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
30998,98,302,7,0,0,0,0,0,7,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
31999,98,22,7,0,0,0,0,0,7,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
32999,98,2072,7,0,0,0,0,0,7,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
34000,98,971,7,0,0,0,0,0,7,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
35000,98,20,7,0,0,0,0,0,7,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
36001,98,1786,7,0,0,0,0,0,7,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
36998,98,23,7,0,0,0,0,0,7,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
37999,98,46,7,0,0,0,0,0,7,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
38999,98,312,7,0,0,0,0,0,7,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
40000,98,357,7,0,0,0,0,0,7,0,0,0,+AC0-310,0,0,0,30834,30834,0,0,0,0,0,0,1,
