"Testime","NailPostition","Curr","BTV","Power","ChgQ","DchgQ","ChgE","DchgE","AuxV1","AuxV2","AuxV3","AuxV4","NTC1","NTC2","NTC3","NTC4","TJ1","TJ2","TJ3","TJ4","TJ5","TJ6","TJ7","TJ8","Force"
"415","-100","1545","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","340","0","0","0","0","0","0","0"
"1414","-100","1930","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","342","0","0","0","0","0","0","0"
"2414","-99","191","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","342","0","0","0","0","0","0","1"
"3413","-98","415","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","344","0","0","0","0","0","0","0"
"4412","-97","221","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","340","0","0","0","0","0","0","1"
"5415","-96","269","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","346","0","0","0","0","0","0","1"
"6414","-95","1848","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","340","0","0","0","0","0","0","0"
"7414","-94","22","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","340","0","0","0","0","0","0","0"
"8413","-93","56","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","338","0","0","0","0","0","0","1"
"9412","-92","1821","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","342","0","0","0","0","0","0","0"
"10415","-91","241","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","332","344","0","0","0","0","0","0","0"
"11414","-90","33","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","340","0","0","0","0","0","0","1"
"12413","-89","438","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","344","0","0","0","0","0","0","0"
"13412","-88","1069","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","342","0","0","0","0","0","0","0"
"14415","-87","15","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","338","0","0","0","0","0","0","0"
"15414","-86","1823","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","344","0","0","0","0","0","0","0"
"16413","-85","127","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","340","342","0","0","0","0","0","0","1"
"17412","-84","182","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","340","0","0","0","0","0","0","0"
"18412","-83","78","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","342","0","0","0","0","0","0","1"
"19415","-82","34","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","342","0","0","0","0","0","0","1"
"20414","-81","141","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","340","340","0","0","0","0","0","0","0"
"21413","-80","941","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","344","0","0","0","0","0","0","1"
"22412","-79","1257","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","340","0","0","0","0","0","0","0"
"23415","-78","151","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","342","0","0","0","0","0","0","0"
"24414","-77","453","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","332","344","0","0","0","0","0","0","1"
"25413","-76","1423","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","340","0","0","0","0","0","0","1"
"26413","-75","47","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","338","0","0","0","0","0","0","1"
"27415","-74","19","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","340","0","0","0","0","0","0","0"
"28414","-73","20","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","344","0","0","0","0","0","0","0"
"29413","-72","1567","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","344","0","0","0","0","0","0","0"
"30412","-71","791","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","340","0","0","0","0","0","0","0"
"31415","-70","1694","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","344","0","0","0","0","0","0","0"
"32414","-69","1801","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","332","342","0","0","0","0","0","0","0"
"33414","-68","742","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","344","0","0","0","0","0","0","0"
"34413","-67","1951","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","346","0","0","0","0","0","0","1"
"35412","-66","319","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","332","340","0","0","0","0","0","0","1"
"36415","-65","43","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","342","0","0","0","0","0","0","1"
"37414","-64","99","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","340","0","0","0","0","0","0","1"
"38413","-63","1500","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","340","0","0","0","0","0","0","0"
"39412","-62","70","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","344","0","0","0","0","0","0","1"
"40415","-62","1831","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","344","0","0","0","0","0","0","0"
"41414","-61","2050","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","340","0","0","0","0","0","0","1"
"42413","-60","1627","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","340","338","0","0","0","0","0","0","1"
"43412","-59","14","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","342","0","0","0","0","0","0","1"
"44415","-58","59","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","340","0","0","0","0","0","0","0"
"45414","-56","578","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","342","0","0","0","0","0","0","0"
"46413","-55","29","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","342","0","0","0","0","0","0","130"
"47412","-54","1660","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","340","0","0","0","0","0","0","0"
"48415","-53","487","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","340","0","0","0","0","0","0","1"
"49414","-52","34","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","342","0","0","0","0","0","0","1"
"50413","-51","414","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","340","0","0","0","0","0","0","1"
"51412","-50","91","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","342","0","0","0","0","0","0","1"
"52415","-49","31","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","340","0","0","0","0","0","0","1"
"53414","-48","2015","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","340","344","0","0","0","0","0","0","0"
"54413","-47","1324","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","344","0","0","0","0","0","0","0"
"55412","-46","1432","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","340","0","0","0","0","0","0","0"
"56415","-45","131","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","344","0","0","0","0","0","0","1"
"57414","-44","140","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","342","0","0","0","0","0","0","0"
"58413","-43","562","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","344","0","0","0","0","0","0","1"
"59412","-42","596","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","342","0","0","0","0","0","0","0"
"60415","-41","36","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","342","0","0","0","0","0","0","0"
"61414","-40","1532","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","344","0","0","0","0","0","0","0"
"62414","-39","1051","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","342","0","0","0","0","0","0","1"
"63413","-38","212","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","342","0","0","0","0","0","0","1"
"64412","-37","698","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","344","0","0","0","0","0","0","1"
"65415","-36","1909","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","340","336","0","0","0","0","0","0","0"
"66414","-35","74","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","344","0","0","0","0","0","0","1"
"67413","-34","84","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","340","0","0","0","0","0","0","0"
"68413","-33","1032","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","342","342","0","0","0","0","0","0","1"
"69412","-32","314","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","338","0","0","0","0","0","0","0"
"70415","-31","1668","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","340","0","0","0","0","0","0","0"
"71414","-30","35","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","340","0","0","0","0","0","0","1"
"72413","-29","1535","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","346","0","0","0","0","0","0","0"
"73412","-28","128","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","342","0","0","0","0","0","0","1"
"74412","-27","1918","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","332","342","0","0","0","0","0","0","1"
"75415","-26","2030","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","336","0","0","0","0","0","0","1"
"76414","-25","1138","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","340","0","0","0","0","0","0","0"
"77413","-24","2055","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","342","0","0","0","0","0","0","1"
"78413","-23","26","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","342","0","0","0","0","0","0","1"
"79412","-22","23","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","342","0","0","0","0","0","0","0"
"80415","-21","291","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","340","344","0","0","0","0","0","0","1"
"81414","-20","41","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","338","0","0","0","0","0","0","1"
"82413","-19","183","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","340","340","0","0","0","0","0","0","1"
"83412","-18","1400","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","342","0","0","0","0","0","0","1"
"84415","-17","190","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","342","0","0","0","0","0","0","1"
"85414","-16","786","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","346","0","0","0","0","0","0","0"
"86414","-15","1251","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","340","342","0","0","0","0","0","0","1"
"87413","-14","187","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","344","0","0","0","0","0","0","1"
"88412","-13","39","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","332","338","0","0","0","0","0","0","0"
"89415","-12","2080","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","344","0","0","0","0","0","0","1"
"90414","-11","493","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","340","0","0","0","0","0","0","1"
"91413","-10","417","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","340","0","0","0","0","0","0","0"
"92412","-9","1657","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","342","0","0","0","0","0","0","1"
"93415","-8","109","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","340","0","0","0","0","0","0","1"
"94414","-7","79","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","340","0","0","0","0","0","0","2"
"95413","-6","105","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","344","0","0","0","0","0","0","3"
"96412","-5","1764","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","340","0","0","0","0","0","0","4"
"97415","-4","67","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","340","0","0","0","0","0","0","6"
"98414","-3","183","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","342","0","0","0","0","0","0","9"
"99414","-2","24","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","340","0","0","0","0","0","0","15"
"100413","-1","1906","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","332","340","0","0","0","0","0","0","22"
"101415","0","32","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","340","0","0","0","0","0","0","29"
"102414","1","1715","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","342","0","0","0","0","0","0","35"
"103413","2","1596","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","336","344","0","0","0","0","0","0","40"
"104412","3","1107","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","332","342","0","0","0","0","0","0","44"
"105412","4","674","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","334","340","0","0","0","0","0","0","48"
"106415","5","33","3789","0","0","0","0","0","3789","0","0","0","-310","0","0","0","338","344","0","0","0","0","0","0","52"
