"Testime","NailPostition","Curr","BTV","Power","ChgQ","DchgQ","ChgE","DchgE","AuxV1","AuxV2","AuxV3","AuxV4","NTC1","NTC2","NTC3","NTC4","TJ1","TJ2","TJ3","TJ4","TJ5","TJ6","TJ7","TJ8","Force"
"769","-1237","1699","3836","0","0","0","0","0","3836","0","0","0","-310","0","0","0","286","290","0","0","0","0","0","0","1"
"1768","-540","758","3836","0","0","0","0","0","3836","0","0","0","-310","0","0","0","288","288","0","0","0","0","0","0","0"
"2770","132","171","2928","0","0","0","0","0","2928","0","0","0","-310","0","0","0","288","292","0","0","0","0","0","0","5"
"3771","135","1031","3141","0","0","0","0","0","3141","0","0","0","-310","0","0","0","313","294","0","0","0","0","0","0","104"
"4769","135","1738","3517","0","0","0","0","0","3517","0","0","0","-310","0","0","0","367","292","0","0","0","0","0","0","108"
"5769","135","149","3470","0","0","0","0","0","3470","0","0","0","-310","0","0","0","416","294","0","0","0","0","0","0","97"
"6771","135","1805","3608","0","0","0","0","0","3608","0","0","0","-310","0","0","0","458","294","0","0","0","0","0","0","92"
"7771","135","66","3709","0","0","0","0","0","3709","0","0","0","-310","0","0","0","484","298","0","0","0","0","0","0","101"
"8768","135","80","3727","0","0","0","0","0","3727","0","0","0","-310","0","0","0","488","294","0","0","0","0","0","0","99"
"9769","105","664","3756","0","0","0","0","0","3756","0","0","0","-310","0","0","0","477","294","0","0","0","0","0","0","34"
"10768","6","25","3765","0","0","0","0","0","3765","0","0","0","-310","0","0","0","460","298","0","0","0","0","0","0","0"
"11769","-94","33","3768","0","0","0","0","0","3768","0","0","0","-310","0","0","0","445","298","0","0","0","0","0","0","1"
"12769","-196","194","3770","0","0","0","0","0","3770","0","0","0","-310","0","0","0","432","301","0","0","0","0","0","0","1"
"13770","-295","24","3772","0","0","0","0","0","3772","0","0","0","-310","0","0","0","418","301","0","0","0","0","0","0","1"
"14768","-394","69","3773","0","0","0","0","0","3773","0","0","0","-310","0","0","0","409","305","0","0","0","0","0","0","1"
"15769","-493","2173","3774","0","0","0","0","0","3774","0","0","0","-310","0","0","0","398","303","0","0","0","0","0","0","1"
"16769","-592","2045","3774","0","0","0","0","0","3774","0","0","0","-310","0","0","0","394","309","0","0","0","0","0","0","1"
"17769","-691","2426","3775","0","0","0","0","0","3775","0","0","0","-310","0","0","0","390","307","0","0","0","0","0","0","1"
"18768","-794","638","3776","0","0","0","0","0","3776","0","0","0","-310","0","0","0","386","307","0","0","0","0","0","0","1"
"19771","-894","112","3776","0","0","0","0","0","3776","0","0","0","-310","0","0","0","380","307","0","0","0","0","0","0","1"
"20768","-992","105","3776","0","0","0","0","0","3776","0","0","0","-310","0","0","0","373","309","0","0","0","0","0","0","1"
"21771","-1092","22","3777","0","0","0","0","0","3777","0","0","0","-310","0","0","0","373","309","0","0","0","0","0","0","1"
"22771","-1191","63","3777","0","0","0","0","0","3777","0","0","0","-310","0","0","0","373","309","0","0","0","0","0","0","1"
"23770","-1291","2464","3777","0","0","0","0","0","3777","0","0","0","-310","0","0","0","371","309","0","0","0","0","0","0","1"
"24771","-1391","28","3777","0","0","0","0","0","3777","0","0","0","-310","0","0","0","367","309","0","0","0","0","0","0","1"
"25770","-1491","217","3778","0","0","0","0","0","3778","0","0","0","-310","0","0","0","367","311","0","0","0","0","0","0","1"
"26770","-1591","224","3778","0","0","0","0","0","3778","0","0","0","-310","0","0","0","363","307","0","0","0","0","0","0","1"
"27770","-1694","1516","3778","0","0","0","0","0","3778","0","0","0","-310","0","0","0","363","307","0","0","0","0","0","0","1"
"28769","-1794","1576","3778","0","0","0","0","0","3778","0","0","0","-310","0","0","0","357","307","0","0","0","0","0","0","0"
"29769","-1883","1958","3778","0","0","0","0","0","3778","0","0","0","-310","0","0","0","361","309","0","0","0","0","0","0","1"
"30768","-1994","415","3778","0","0","0","0","0","3778","0","0","0","-310","0","0","0","363","309","0","0","0","0","0","0","1"
"31768","-2094","42","3778","0","0","0","0","0","3778","0","0","0","-310","0","0","0","361","309","0","0","0","0","0","0","1"
"32771","-2193","574","3779","0","0","0","0","0","3779","0","0","0","-310","0","0","0","357","307","0","0","0","0","0","0","0"
"33771","-2293","34","3779","0","0","0","0","0","3779","0","0","0","-310","0","0","0","359","307","0","0","0","0","0","0","1"
"34771","-2392","2338","3779","0","0","0","0","0","3779","0","0","0","-310","0","0","0","357","309","0","0","0","0","0","0","1"
"35772","-2492","2408","3779","0","0","0","0","0","3779","0","0","0","-310","0","0","0","363","307","0","0","0","0","0","0","1"
"36771","-2595","1646","3779","0","0","0","0","0","3779","0","0","0","-310","0","0","0","355","313","0","0","0","0","0","0","1"
