"Testime","NailPostition","Curr","BTV","Power","ChgQ","DchgQ","ChgE","DchgE","AuxV1","AuxV2","AuxV3","AuxV4","NTC1","NTC2","NTC3","NTC4","TJ1","TJ2","TJ3","TJ4","TJ5","TJ6","TJ7","TJ8","Force"
"734","-93","284","3839","0","0","0","0","0","3839","0","0","0","-310","0","0","0","282","286","0","0","0","0","0","0","112"
"1734","-44","2419","3839","0","0","0","0","0","3839","0","0","0","-310","0","0","0","284","282","0","0","0","0","0","0","112"
"2734","5","27","3839","0","0","0","0","0","3839","0","0","0","-310","0","0","0","284","284","0","0","0","0","0","0","20"
"3734","55","1925","3839","0","0","0","0","0","3839","0","0","0","-310","0","0","0","282","280","0","0","0","0","0","0","217"
"4733","105","2418","3159","0","0","0","0","0","3159","0","0","0","-310","0","0","0","282","284","0","0","0","0","0","0","552"
"5736","155","86","2563","0","0","0","0","0","2563","0","0","0","-310","0","0","0","323","286","0","0","0","0","0","0","313"
"6735","204","1253","2277","0","0","0","0","0","2277","0","0","0","-310","0","0","0","413","290","0","0","0","0","0","0","554"
"7735","254","1382","1676","0","0","0","0","0","1676","0","0","0","-310","0","0","0","518","296","0","0","0","0","0","0","691"
"8734","304","2041","1845","0","0","0","0","0","1845","0","0","0","-310","0","0","0","628","301","0","0","0","0","0","0","1047"
"9733","354","171","1095","0","0","0","0","0","1095","0","0","0","-310","0","0","0","750","305","0","0","0","0","0","0","1130"
"10732","403","142","900","0","0","0","0","0","900","0","0","0","-310","0","0","0","832","317","0","0","0","0","0","0","1307"
"11735","453","980","829","0","0","0","0","0","829","0","0","0","-310","0","0","0","828","328","0","0","0","0","0","0","1532"
"12732","501","52","790","0","0","0","0","0","790","0","0","0","-310","0","0","0","796","342","0","0","0","0","0","0","2196"
"13733","531","2208","750","0","0","0","0","0","750","0","0","0","-310","0","0","0","762","353","0","0","0","0","0","0","2716"
"15732","573","1819","735","0","0","0","0","0","735","0","0","0","-310","0","0","0","724","376","0","0","0","0","0","0","3776"
"16734","551","383","722","0","0","0","0","0","722","0","0","0","-310","0","0","0","707","390","0","0","0","0","0","0","2479"
"17734","456","2403","750","0","0","0","0","0","750","0","0","0","-310","0","0","0","707","396","0","0","0","0","0","0","136"
"18734","360","27","770","0","0","0","0","0","770","0","0","0","-310","0","0","0","713","407","0","0","0","0","0","0","65"
"19735","263","1461","771","0","0","0","0","0","771","0","0","0","-310","0","0","0","720","418","0","0","0","0","0","0","26"
"20732","161","91","769","0","0","0","0","0","769","0","0","0","-310","0","0","0","728","424","0","0","0","0","0","0","0"
"21733","63","1463","768","0","0","0","0","0","768","0","0","0","-310","0","0","0","732","435","0","0","0","0","0","0","0"
"22734","-36","1341","767","0","0","0","0","0","767","0","0","0","-310","0","0","0","735","443","0","0","0","0","0","0","0"
"23732","-136","2137","767","0","0","0","0","0","767","0","0","0","-310","0","0","0","737","449","0","0","0","0","0","0","0"
"24734","-237","62","767","0","0","0","0","0","767","0","0","0","-310","0","0","0","741","458","0","0","0","0","0","0","0"
"25735","-335","2053","769","0","0","0","0","0","769","0","0","0","-310","0","0","0","747","469","0","0","0","0","0","0","0"
"26732","-434","220","771","0","0","0","0","0","771","0","0","0","-310","0","0","0","752","473","0","0","0","0","0","0","0"
"27733","-533","40","775","0","0","0","0","0","775","0","0","0","-310","0","0","0","756","486","0","0","0","0","0","0","0"
"28734","-632","1862","779","0","0","0","0","0","779","0","0","0","-310","0","0","0","764","492","0","0","0","0","0","0","0"
"29735","-732","1854","783","0","0","0","0","0","783","0","0","0","-310","0","0","0","769","500","0","0","0","0","0","0","0"
"30734","-832","239","788","0","0","0","0","0","788","0","0","0","-310","0","0","0","777","507","0","0","0","0","0","0","0"
"31732","-935","2474","793","0","0","0","0","0","793","0","0","0","-310","0","0","0","783","518","0","0","0","0","0","0","0"
"32735","-1001","992","798","0","0","0","0","0","798","0","0","0","-310","0","0","0","794","526","0","0","0","0","0","0","0"
"33732","-1001","1930","802","0","0","0","0","0","802","0","0","0","-310","0","0","0","801","530","0","0","0","0","0","0","0"
"34732","-1001","1831","806","0","0","0","0","0","806","0","0","0","-310","0","0","0","809","541","0","0","0","0","0","0","0"
"35735","-1001","38","811","0","0","0","0","0","811","0","0","0","-310","0","0","0","815","547","0","0","0","0","0","0","0"
"36735","-1001","2243","814","0","0","0","0","0","814","0","0","0","-310","0","0","0","822","552","0","0","0","0","0","0","0"
"37733","-1001","1620","819","0","0","0","0","0","819","0","0","0","-310","0","0","0","830","556","0","0","0","0","0","0","0"
"38735","-1001","33","825","0","0","0","0","0","825","0","0","0","-310","0","0","0","839","567","0","0","0","0","0","0","0"
