"Testime","NailPostition","Curr","BTV","Power","ChgQ","DchgQ","ChgE","DchgE","AuxV1","AuxV2","AuxV3","AuxV4","NTC1","NTC2","NTC3","NTC4","TJ1","TJ2","TJ3","TJ4","TJ5","TJ6","TJ7","TJ8","Force"
"797","-2644","37","3839","0","0","0","0","0","3839","0","0","0","-310","0","0","0","284","284","0","0","0","0","0","0","0"
"1797","-1211","1270","3839","0","0","0","0","0","3839","0","0","0","-310","0","0","0","288","288","0","0","0","0","0","0","0"
"2797","255","254","2295","0","0","0","0","0","2295","0","0","0","-310","0","0","0","286","286","0","0","0","0","0","0","103"
"3798","933","166","237","0","0","0","0","0","237","0","0","0","-310","0","0","0","305","290","0","0","0","0","0","0","2001"
"4800","944","70","193","0","0","0","0","0","193","0","0","0","-310","0","0","0","338","307","0","0","0","0","0","0","1634"
"5797","945","2442","166","0","0","0","0","0","166","0","0","0","-310","0","0","0","361","317","0","0","0","0","0","0","1505"
"6800","945","231","149","0","0","0","0","0","149","0","0","0","-310","0","0","0","382","334","0","0","0","0","0","0","1445"
"7797","945","49","142","0","0","0","0","0","142","0","0","0","-310","0","0","0","398","351","0","0","0","0","0","0","1406"
"8800","945","412","136","0","0","0","0","0","136","0","0","0","-310","0","0","0","413","367","0","0","0","0","0","0","1374"
"9798","945","1959","134","0","0","0","0","0","134","0","0","0","-310","0","0","0","424","378","0","0","0","0","0","0","1345"
"10799","945","1558","133","0","0","0","0","0","133","0","0","0","-310","0","0","0","435","398","0","0","0","0","0","0","1323"
"11797","945","91","131","0","0","0","0","0","131","0","0","0","-310","0","0","0","445","407","0","0","0","0","0","0","1297"
"12798","945","1366","129","0","0","0","0","0","129","0","0","0","-310","0","0","0","456","416","0","0","0","0","0","0","1272"
"13800","945","2290","129","0","0","0","0","0","129","0","0","0","-310","0","0","0","469","430","0","0","0","0","0","0","1250"
"14797","945","1404","128","0","0","0","0","0","128","0","0","0","-310","0","0","0","481","445","0","0","0","0","0","0","1228"
"15798","945","1637","128","0","0","0","0","0","128","0","0","0","-310","0","0","0","496","456","0","0","0","0","0","0","1207"
"16800","945","115","128","0","0","0","0","0","128","0","0","0","-310","0","0","0","505","467","0","0","0","0","0","0","1186"
"17798","945","68","128","0","0","0","0","0","128","0","0","0","-310","0","0","0","513","481","0","0","0","0","0","0","1166"
"18799","945","2392","129","0","0","0","0","0","129","0","0","0","-310","0","0","0","526","490","0","0","0","0","0","0","1147"
"19797","945","392","130","0","0","0","0","0","130","0","0","0","-310","0","0","0","535","496","0","0","0","0","0","0","1130"
"20800","945","1623","130","0","0","0","0","0","130","0","0","0","-310","0","0","0","545","509","0","0","0","0","0","0","1112"
"21798","946","32","131","0","0","0","0","0","131","0","0","0","-310","0","0","0","554","526","0","0","0","0","0","0","1095"
"22800","946","1152","132","0","0","0","0","0","132","0","0","0","-310","0","0","0","566","530","0","0","0","0","0","0","1079"
"23797","946","1485","133","0","0","0","0","0","133","0","0","0","-310","0","0","0","575","539","0","0","0","0","0","0","1063"
"24798","946","852","134","0","0","0","0","0","134","0","0","0","-310","0","0","0","581","549","0","0","0","0","0","0","1047"
