Testime,NailPostition,Curr,BTV,Power,ChgQ,DchgQ,ChgE,DchgE,AuxV1,AuxV2,AuxV3,AuxV4,NTC1,NTC2,NTC3,NTC4,TJ1,TJ2,TJ3,TJ4,TJ5,TJ6,TJ7,TJ8,Force,SOC
596,+AC0-4940,289,3959,0,0,0,0,0,3959,0,0,0,+AC0-310,0,0,0,275,271,0,0,0,0,0,0,1,65
1596,+AC0-3464,73,3959,0,0,0,0,0,3959,0,0,0,+AC0-310,0,0,0,276,275,0,0,0,0,0,0,1,
2596,+AC0-2020,252,3958,0,0,0,0,0,3958,0,0,0,+AC0-310,0,0,0,276,271,0,0,0,0,0,0,1,
3597,+AC0-594,22,3959,0,0,0,0,0,3959,0,0,0,+AC0-310,0,0,0,278,275,0,0,0,0,0,0,1,
4597,762,2424,1882,0,0,0,0,0,1882,0,0,0,+AC0-310,0,0,0,280,278,0,0,0,0,0,0,2842,
5596,902,82,2043,0,0,0,0,0,2043,0,0,0,+AC0-310,0,0,0,305,288,0,0,0,0,0,0,2101,
6597,812,346,244,0,0,0,0,0,244,0,0,0,+AC0-310,0,0,0,340,296,0,0,0,0,0,0,7,
7599,715,171,238,0,0,0,0,0,238,0,0,0,+AC0-310,0,0,0,367,305,0,0,0,0,0,0,7,
8599,637,2159,237,0,0,0,0,0,237,0,0,0,+AC0-310,0,0,0,394,315,0,0,0,0,0,0,7,
9596,637,1509,194,0,0,0,0,0,194,0,0,0,+AC0-310,0,0,0,416,332,0,0,0,0,0,0,7,
10598,637,912,189,0,0,0,0,0,189,0,0,0,+AC0-310,0,0,0,428,344,0,0,0,0,0,0,7,
11599,637,2338,186,0,0,0,0,0,186,0,0,0,+AC0-310,0,0,0,445,363,0,0,0,0,0,0,7,
12596,637,1315,189,0,0,0,0,0,189,0,0,0,+AC0-310,0,0,0,458,376,0,0,0,0,0,0,7,
13597,637,1673,192,0,0,0,0,0,192,0,0,0,+AC0-310,0,0,0,469,394,0,0,0,0,0,0,7,
14598,637,43,193,0,0,0,0,0,193,0,0,0,+AC0-310,0,0,0,479,403,0,0,0,0,0,0,7,
